timestamp,equity,return,drawdown
1761246900000,10000.000000,0.000000,0.000000
1761247800000,10000.000000,0.000000,0.000000
1761248700000,10000.000000,0.000000,0.000000
1761249600000,10000.000000,0.000000,0.000000
1761250500000,10000.000000,0.000000,0.000000
1761251400000,10000.000000,0.000000,0.000000
1761252300000,10000.000000,0.000000,0.000000
1761253200000,10000.000000,0.000000,0.000000
1761254100000,10000.000000,0.000000,0.000000
1761255000000,10000.000000,0.000000,0.000000
1761255900000,10000.000000,0.000000,0.000000
1761256800000,10000.000000,0.000000,0.000000
1761257700000,10000.000000,0.000000,0.000000
1761258600000,10000.000000,0.000000,0.000000
1761259500000,10000.000000,0.000000,0.000000
1761260400000,10000.000000,0.000000,0.000000
1761261300000,10000.000000,0.000000,0.000000
1761262200000,10000.000000,0.000000,0.000000
1761263100000,10000.000000,0.000000,0.000000
1761264000000,10000.000000,0.000000,0.000000
1761264900000,10000.000000,0.000000,0.000000
1761265800000,10000.000000,0.000000,0.000000
1761266700000,10000.000000,0.000000,0.000000
1761267600000,10000.000000,0.000000,0.000000
1761268500000,10000.000000,0.000000,0.000000
1761269400000,10000.000000,0.000000,0.000000
1761270300000,10000.000000,0.000000,0.000000
1761271200000,10000.000000,0.000000,0.000000
1761272100000,10000.000000,0.000000,0.000000
1761273000000,10000.000000,0.000000,0.000000
1761273900000,10000.000000,0.000000,0.000000
1761274800000,10000.000000,0.000000,0.000000
1761275700000,10000.000000,0.000000,0.000000
1761276600000,10000.000000,0.000000,0.000000
1761277500000,10000.000000,0.000000,0.000000
1761278400000,10000.000000,0.000000,0.000000
1761279300000,10000.000000,0.000000,0.000000
1761280200000,10000.000000,0.000000,0.000000
1761281100000,10000.000000,0.000000,0.000000
1761282000000,10000.000000,0.000000,0.000000
1761282900000,10000.000000,0.000000,0.000000
1761283800000,10000.000000,0.000000,0.000000
1761284700000,10000.000000,0.000000,0.000000
1761285600000,10000.000000,0.000000,0.000000
1761286500000,10000.000000,0.000000,0.000000
1761287400000,10000.000000,0.000000,0.000000
1761288300000,10000.000000,0.000000,0.000000
1761289200000,10000.000000,0.000000,0.000000
1761290100000,10000.000000,0.000000,0.000000
1761291000000,10000.000000,0.000000,0.000000
1761291900000,10000.000000,0.000000,0.000000
1761292800000,10000.000000,0.000000,0.000000
1761293700000,10000.000000,0.000000,0.000000
1761294600000,10000.000000,0.000000,0.000000
1761295500000,10000.000000,0.000000,0.000000
1761296400000,10000.000000,0.000000,0.000000
1761297300000,10000.000000,0.000000,0.000000
1761298200000,10000.000000,0.000000,0.000000
1761299100000,10000.000000,0.000000,0.000000
1761300000000,10000.000000,0.000000,0.000000
1761300900000,10000.000000,0.000000,0.000000
1761301800000,10000.000000,0.000000,0.000000
1761302700000,10000.000000,0.000000,0.000000
1761303600000,10000.000000,0.000000,0.000000
1761304500000,10000.000000,0.000000,0.000000
1761305400000,10000.000000,0.000000,0.000000
1761306300000,10000.000000,0.000000,0.000000
1761307200000,10000.000000,0.000000,0.000000
1761308100000,10000.000000,0.000000,0.000000
1761309000000,10000.000000,0.000000,0.000000
1761309900000,10000.000000,0.000000,0.000000
1761310800000,10000.000000,0.000000,0.000000
1761311700000,10000.000000,0.000000,0.000000
1761312600000,10000.000000,0.000000,0.000000
1761313500000,10000.000000,0.000000,0.000000
1761314400000,10000.000000,0.000000,0.000000
1761315300000,10000.000000,0.000000,0.000000
1761316200000,10000.000000,0.000000,0.000000
1761317100000,10000.000000,0.000000,0.000000
1761318000000,10000.000000,0.000000,0.000000
1761318900000,10000.000000,0.000000,0.000000
1761319800000,10000.000000,0.000000,0.000000
1761320700000,10000.000000,0.000000,0.000000
1761321600000,10000.000000,0.000000,0.000000
1761322500000,9997.319899,0.000000,0.000268
1761323400000,9987.727522,-0.000960,0.001227
1761324300000,9994.817167,0.000710,0.000518
1761325200000,9994.074432,-0.000074,0.000593
1761326100000,10001.018645,0.000695,0.000000
1761327000000,9996.817851,-0.000420,0.000420
1761327900000,9993.320761,-0.000350,0.000770
1761328800000,10000.579065,0.000726,0.000044
1761329700000,9999.514653,0.000083,0.000150
1761330600000,10000.160662,0.000065,0.000086
1761331500000,10000.224608,0.000006,0.000079
1761332400000,10001.101255,0.000088,0.000000
1761333300000,10002.876546,0.000177,0.000000
1761334200000,10001.296832,-0.000158,0.000158
1761335100000,10000.350907,-0.000095,0.000252
1761336000000,10000.649223,0.000030,0.000223
1761336900000,10000.209305,0.000063,0.000267
1761337800000,10000.052733,-0.000016,0.000282
1761338700000,9999.740692,-0.000031,0.000313
1761339600000,10000.480748,0.000074,0.000240
1761340500000,9999.765793,-0.000071,0.000311
1761341400000,9999.367291,-0.000040,0.000351
1761342300000,9999.211144,-0.000016,0.000366
1761343200000,9998.089794,0.000036,0.000479
1761344100000,9996.313195,-0.000178,0.000656
1761345000000,9996.781931,0.000047,0.000609
1761345900000,9996.884540,0.000010,0.000599
1761346800000,9999.196716,0.000231,0.000368
1761347700000,9996.744781,-0.000245,0.000613
1761348600000,9997.930458,0.000119,0.000494
1761349500000,9995.913992,-0.000093,0.000696
1761350400000,9997.007752,0.000109,0.000587
1761351300000,9997.002286,-0.000001,0.000587
1761352200000,9997.361779,0.000036,0.000551
1761353100000,9997.563476,0.000020,0.000531
1761354000000,9996.675075,-0.000089,0.000620
1761354900000,9995.202800,-0.000147,0.000767
1761355800000,9996.216961,0.000101,0.000666
1761356700000,9995.416150,-0.000080,0.000746
1761357600000,9995.369473,0.000065,0.000750
1761358500000,9995.019336,-0.000035,0.000785
1761359400000,9995.092677,0.000007,0.000778
1761360300000,9994.643006,-0.000045,0.000823
1761361200000,9994.351147,-0.000029,0.000852
1761362100000,9993.911405,-0.000044,0.000896
1761363000000,9993.829834,-0.000008,0.000904
1761363900000,9994.944615,0.000112,0.000793
1761364800000,9992.570950,-0.000238,0.001030
1761365700000,9991.066275,-0.000151,0.001181
1761366600000,9991.398813,0.000033,0.001147
1761367500000,9992.091754,0.000069,0.001078
1761368400000,9992.758545,0.000121,0.001012
1761369300000,9992.198788,-0.000056,0.001067
1761370200000,9989.998035,-0.000220,0.001287
1761371100000,9988.197195,-0.000180,0.001468
1761372000000,9987.855666,-0.000034,0.001502
1761372900000,9989.394990,0.000154,0.001348
1761373800000,9988.508083,-0.000089,0.001436
1761374700000,9988.554145,0.000005,0.001432
1761375600000,9986.854484,-0.000170,0.001602
1761376500000,9982.540734,-0.000376,0.002033
1761377400000,9985.078285,0.000254,0.001779
1761378300000,9985.722430,0.000065,0.001715
1761379200000,9983.364803,-0.000236,0.001951
1761380100000,9981.786232,-0.000158,0.002108
1761381000000,9983.050481,0.000127,0.001982
1761381900000,9979.509481,-0.000355,0.002336
1761382800000,9978.701699,-0.000081,0.002417
1761383700000,9981.709560,0.000301,0.002116
1761384600000,9980.451038,-0.000126,0.002242
1761385500000,9985.596064,0.000515,0.001728
1761386400000,9988.114878,0.000252,0.001476
1761387300000,9986.069357,-0.000205,0.001680
1761388200000,9981.781286,-0.000429,0.002109
1761389100000,9984.498719,0.000272,0.001837
1761390000000,9985.055991,0.000056,0.001782
1761390900000,9982.686717,-0.000237,0.002018
1761391800000,9983.936638,0.000125,0.001893
1761392700000,9984.241183,0.000031,0.001863
1761393600000,9981.870328,-0.000237,0.002100
1761394500000,9980.942986,-0.000093,0.002193
1761395400000,9980.942986,0.000000,0.002193
1761396300000,9976.149413,-0.000480,0.002672
1761397200000,9979.163604,0.000302,0.002371
1761398100000,9979.294537,0.000013,0.002358
1761399000000,9984.516054,0.000523,0.001836
1761399900000,9981.563643,-0.000296,0.002131
1761400800000,9980.236001,-0.000133,0.002263
1761401700000,9982.968815,0.000274,0.001990
1761402600000,9982.879727,-0.000009,0.001999
1761403500000,9983.629660,0.000075,0.001924
1761404400000,9988.124800,0.000450,0.001475
1761405300000,9986.681571,-0.000145,0.001619
1761406200000,9986.166011,-0.000052,0.001671
1761407100000,9988.953480,0.000279,0.001392
1761408000000,9992.283803,0.000333,0.001059
1761408900000,9992.743646,0.000046,0.001013
1761409800000,9989.358100,-0.000099,0.001351
1761410700000,9989.253016,-0.000011,0.001362
1761411600000,9989.211738,-0.000004,0.001366
1761412500000,9989.283699,0.000007,0.001359
1761413400000,9989.304254,0.000002,0.001357
1761414300000,9989.252061,-0.000005,0.001362
1761415200000,9989.205625,-0.000005,0.001367
1761416100000,9987.687916,-0.000017,0.001518
1761417000000,9986.679071,-0.000101,0.001619
1761417900000,9986.163403,-0.000052,0.001671
1761418800000,9987.856609,0.000170,0.001502
1761419700000,9987.341944,-0.000052,0.001553
1761420600000,9987.409690,0.000007,0.001546
1761421500000,9987.514919,0.000011,0.001536
1761422400000,9987.323646,0.000050,0.001555
1761423300000,9988.253192,0.000093,0.001462
1761424200000,9989.657939,0.000141,0.001321
1761425100000,9990.503411,0.000085,0.001237
1761426000000,9989.819764,-0.000068,0.001305
1761426900000,9991.146817,0.000133,0.001173
1761427800000,9992.050505,0.000090,0.001082
1761428700000,9989.606839,-0.000245,0.001327
1761429600000,9990.897525,0.000129,0.001198
1761430500000,9987.163116,-0.000211,0.001571
1761431400000,9986.673710,-0.000049,0.001620
1761432300000,9986.624493,-0.000005,0.001625
1761433200000,9986.468836,-0.000016,0.001640
1761434100000,9986.548667,0.000008,0.001632
1761435000000,9986.920366,0.000037,0.001595
1761435900000,9986.550173,-0.000037,0.001632
1761436800000,9985.415409,0.000025,0.001746
1761437700000,9982.314989,-0.000311,0.002056
1761438600000,9980.384259,-0.000193,0.002249
1761439500000,9982.898947,0.000252,0.001997
1761440400000,9981.492899,-0.000141,0.002138
1761441300000,9983.009753,0.000152,0.001986
1761442200000,9982.621026,-0.000039,0.002025
1761443100000,9984.546732,0.000193,0.001832
1761444000000,9986.056855,0.000151,0.001681
1761444900000,9983.131671,-0.000185,0.001974
1761445800000,9983.677228,0.000055,0.001919
1761446700000,9984.738613,0.000106,0.001813
1761447600000,9984.629981,-0.000011,0.001824
1761448500000,9984.382776,-0.000025,0.001849
1761449400000,9986.167552,0.000179,0.001670
1761450300000,9986.240648,0.000007,0.001663
1761451200000,9981.274900,-0.000088,0.002160
1761452100000,9982.287309,0.000101,0.002058
1761453000000,9982.799976,0.000051,0.002007
1761453900000,9983.022009,0.000022,0.001985
1761454800000,9984.974222,0.000196,0.001790
1761455700000,9985.473594,0.000050,0.001740
1761456600000,9989.470264,0.000400,0.001340
1761457500000,9983.757786,-0.000064,0.001911
1761458400000,9984.487919,0.000073,0.001838
1761459300000,9983.372219,-0.000112,0.001950
1761460200000,9983.574855,0.000020,0.001930
1761461100000,9983.460084,-0.000011,0.001941
1761462000000,9982.391665,-0.000107,0.002048
1761462900000,9982.947301,0.000056,0.001992
1761463800000,9982.644367,-0.000030,0.002023
1761464700000,9981.513779,-0.000113,0.002136
1761465600000,9980.206765,-0.000131,0.002266
1761466500000,9980.206765,0.000000,0.002266
1761467400000,9978.022675,-0.000075,0.002485
1761468300000,9980.125500,0.000211,0.002274
1761469200000,9982.400622,0.000228,0.002047
1761470100000,9951.152252,-0.003135,0.005171
1761471000000,9962.489950,0.001139,0.004037
1761471900000,9955.931988,-0.000658,0.004693
1761472800000,9960.375580,0.000446,0.004249
1761473700000,9962.346170,0.000198,0.004052
1761474600000,9959.513710,-0.000284,0.004335
1761475500000,9957.452748,-0.000207,0.004541
1761476400000,9956.910657,-0.000054,0.004595
1761477300000,9950.331558,-0.000661,0.005253
1761478200000,9930.439775,-0.002001,0.007242
1761479100000,9931.731118,0.000130,0.007112
1761480000000,9916.647202,-0.001416,0.008620
1761480900000,9918.777454,0.000215,0.008407
1761481800000,9921.815865,0.000306,0.008104
1761482700000,9920.190377,-0.000164,0.008266
1761483600000,9923.988147,0.000383,0.007887
1761484500000,9918.837194,-0.000519,0.008402
1761485400000,9914.272342,-0.000460,0.008858
1761486300000,9917.218452,0.000297,0.008563
1761487200000,9914.492720,-0.000176,0.008836
1761488100000,9915.766228,0.000128,0.008709
1761489000000,9913.870541,-0.000191,0.008898
1761489900000,9917.179724,0.000334,0.008567
1761490800000,9917.614446,0.000044,0.008524
1761491700000,9917.943531,0.000033,0.008491
1761492600000,9918.062260,0.000012,0.008479
1761493500000,9915.601978,-0.000248,0.008725
1761494400000,9918.740770,0.000317,0.008411
1761495300000,9919.252558,0.000052,0.008360
1761496200000,9916.505636,-0.000277,0.008635
1761497100000,9917.298175,0.000133,0.008555
1761498000000,9916.291058,-0.000102,0.008656
1761498900000,9916.542700,0.000025,0.008631
1761499800000,9917.171549,0.000063,0.008568
1761500700000,9917.822639,0.000066,0.008503
1761501600000,9916.936730,-0.000089,0.008592
1761502500000,9917.378886,0.000045,0.008547
1761503400000,9916.160031,-0.000123,0.008669
1761504300000,9916.780009,0.000063,0.008607
1761505200000,9917.040355,0.000026,0.008581
1761506100000,9916.194751,-0.000085,0.008666
1761507000000,9916.727558,0.000054,0.008612
1761507900000,9916.848857,0.000012,0.008600
1761508800000,9917.264712,0.000042,0.008559
1761509700000,9918.315301,0.000106,0.008454
1761510600000,9917.527210,-0.000079,0.008532
1761511500000,9918.678124,0.000116,0.008417
1761512400000,9917.695675,-0.000052,0.008516
1761513300000,9921.301940,0.000364,0.008155
1761514200000,9916.947545,-0.000439,0.008590
1761515100000,9916.335608,-0.000062,0.008652
1761516000000,9903.842087,-0.001261,0.009901
1761516900000,9906.335166,0.000252,0.009651
1761517800000,9904.650847,-0.000170,0.009820
1761518700000,9903.107557,-0.000156,0.009974
1761519600000,9905.469006,0.000238,0.009738
1761520500000,9906.486206,0.000103,0.009636
1761521400000,9903.678205,-0.000283,0.009917
1761522300000,9904.686072,0.000102,0.009816
1761523200000,9901.069238,-0.000365,0.010178
1761524100000,9901.099961,0.000003,0.010175
1761525000000,9900.947452,-0.000015,0.010190
1761525900000,9902.311995,0.000138,0.010054
1761526800000,9899.780734,-0.000256,0.010307
1761527700000,9898.101877,-0.000170,0.010474
1761528600000,9897.395169,-0.000071,0.010545
1761529500000,9896.824439,-0.000058,0.010602
1761530400000,9896.012944,-0.000011,0.010683
1761531300000,9897.319835,0.000132,0.010553
1761532200000,9897.079224,-0.000024,0.010577
1761533100000,9897.646937,0.000057,0.010520
1761534000000,9896.760404,-0.000090,0.010609
1761534900000,9897.445999,0.000069,0.010540
1761535800000,9897.516566,0.000007,0.010533
1761536700000,9897.240170,-0.000028,0.010561
1761537600000,9896.290665,-0.000096,0.010656
1761538500000,9896.363124,0.000007,0.010648
1761539400000,9896.126330,-0.000024,0.010672
1761540300000,9896.164821,0.000004,0.010668
1761541200000,9895.201860,-0.000097,0.010764
1761542100000,9894.926454,-0.000028,0.010792
1761543000000,9894.599651,-0.000033,0.010825
1761543900000,9894.982183,0.000039,0.010786
1761544800000,9895.220860,0.000024,0.010762
1761545700000,9894.135022,-0.000110,0.010871
1761546600000,9894.400879,0.000027,0.010844
1761547500000,9892.870520,-0.000155,0.010997
1761548400000,9893.632586,0.000077,0.010921
1761549300000,9893.636291,0.000000,0.010921
1761550200000,9894.459429,0.000083,0.010839
1761551100000,9894.860827,0.000041,0.010798
1761552000000,9895.263406,0.000041,0.010758
1761552900000,9896.620343,0.000137,0.010623
1761553800000,9896.229395,-0.000040,0.010662
1761554700000,9897.037753,0.000082,0.010581
1761555600000,9896.552814,-0.000049,0.010629
1761556500000,9896.412403,-0.000014,0.010643
1761557400000,9895.651457,-0.000077,0.010719
1761558300000,9896.087428,0.000044,0.010676
1761559200000,9895.659312,-0.000043,0.010719
1761560100000,9895.213425,-0.000045,0.010763
1761561000000,9895.471648,0.000026,0.010737
1761561900000,9895.257210,-0.000022,0.010759
1761562800000,9895.429909,0.000017,0.010742
1761563700000,9895.992256,0.000057,0.010685
1761564600000,9895.339833,-0.000066,0.010751
1761565500000,9895.705207,0.000037,0.010714
1761566400000,9896.013772,0.000031,0.010683
1761567300000,9895.991843,-0.000002,0.010685
1761568200000,9896.815943,0.000083,0.010603
1761569100000,9896.896777,0.000008,0.010595
1761570000000,9896.613300,-0.000029,0.010623
1761570900000,9896.614957,0.000000,0.010623
1761571800000,9897.641954,0.000104,0.010520
1761572700000,9896.120122,-0.000154,0.010673
1761573600000,9897.972197,0.000187,0.010487
1761574500000,9897.293693,-0.000069,0.010555
1761575400000,9897.743286,0.000045,0.010510
1761576300000,9897.986326,0.000025,0.010486
1761577200000,9897.031947,-0.000096,0.010581
1761578100000,9896.958967,-0.000007,0.010589
1761579000000,9897.404079,0.000045,0.010544
1761579900000,9897.376687,-0.000003,0.010547
1761580800000,9896.157371,-0.000123,0.010669
1761581700000,9895.857809,-0.000030,0.010699
1761582600000,9895.376605,-0.000049,0.010747
1761583500000,9894.386555,-0.000016,0.010846
1761584400000,9893.667804,-0.000073,0.010918
1761585300000,9896.406651,0.000277,0.010644
1761586200000,9892.689911,-0.000376,0.011015
1761587100000,9891.825500,-0.000087,0.011102
1761588000000,9891.351726,-0.000048,0.011149
1761588900000,9895.460609,0.000415,0.010739
1761589800000,9894.466712,-0.000100,0.010838
1761590700000,9896.148788,0.000170,0.010670
1761591600000,9896.375023,0.000023,0.010647
1761592500000,9900.143215,0.000381,0.010270
1761593400000,9900.978093,0.000084,0.010187
1761594300000,9900.877975,-0.000010,0.010197
1761595200000,9902.867205,0.000201,0.009998
1761596100000,9903.539970,0.000068,0.009931
1761597000000,9904.325737,0.000079,0.009852
1761597900000,9902.742547,0.000269,0.010011
1761598800000,9901.819881,-0.000093,0.010103
1761599700000,9894.760771,-0.000713,0.010808
1761600600000,9898.862136,0.000414,0.010398
1761601500000,9898.751803,-0.000011,0.010409
1761602400000,9903.244429,0.000454,0.009960
1761603300000,9902.173880,-0.000108,0.010067
1761604200000,9895.745755,-0.000649,0.010710
1761605100000,9893.537261,-0.000223,0.010931
1761606000000,9890.874144,-0.000269,0.011197
1761606900000,9891.275447,0.000041,0.011157
1761607800000,9894.008101,0.000276,0.010884
1761608700000,9893.048935,-0.000097,0.010980
1761609600000,9892.627426,-0.000043,0.011022
1761610500000,9896.887395,0.000431,0.010596
1761611400000,9889.780575,-0.000718,0.011306
1761612300000,9889.335517,-0.000045,0.011351
1761613200000,9894.531709,0.000597,0.010831
1761614100000,9895.099636,0.000057,0.010775
1761615000000,9900.696463,0.000565,0.010215
1761615900000,9900.052251,-0.000065,0.010279
1761616800000,9894.363744,-0.000575,0.010848
1761617700000,9892.701320,-0.000168,0.011014
1761618600000,9889.174810,-0.000357,0.011367
1761619500000,9889.046423,-0.000013,0.011380
1761620400000,9884.764822,-0.000433,0.011808
1761621300000,9889.573220,0.000486,0.011327
1761622200000,9887.115611,-0.000249,0.011573
1761623100000,9888.650165,0.000155,0.011419
1761624000000,9888.873758,0.000023,0.011397
1761624900000,9887.545268,-0.000134,0.011530
1761625800000,9887.855296,0.000031,0.011499
1761626700000,9889.595352,0.000176,0.011325
1761627600000,9886.659318,-0.000297,0.011618
1761628500000,9889.688307,0.000306,0.011316
1761629400000,9883.860407,-0.000589,0.011898
1761630300000,9882.028671,-0.000185,0.012081
1761631200000,9886.220687,0.000424,0.011662
1761632100000,9886.973857,0.000076,0.011587
1761633000000,9890.580102,0.000365,0.011226
1761633900000,9892.867157,0.000231,0.010998
1761634800000,9892.920223,0.000005,0.010992
1761635700000,9895.857460,0.000297,0.010699
1761636600000,9895.507959,0.000028,0.010734
1761637500000,9894.192205,-0.000133,0.010865
1761638400000,9893.364261,-0.000084,0.010948
1761639300000,9896.997254,0.000367,0.010585
1761640200000,9897.740731,0.000075,0.010511
1761641100000,9897.811069,0.000007,0.010504
1761642000000,9896.950878,-0.000087,0.010590
1761642900000,9895.016642,-0.000195,0.010783
1761643800000,9898.714074,0.000374,0.010413
1761644700000,9899.409061,0.000070,0.010344
1761645600000,9899.083163,-0.000033,0.010376
1761646500000,9899.746091,0.000067,0.010310
1761647400000,9899.838726,0.000009,0.010301
1761648300000,9900.736126,0.000091,0.010211
1761649200000,9897.749440,-0.000127,0.010510
1761650100000,9897.721767,-0.000003,0.010512
1761651000000,9897.757562,0.000004,0.010509
1761651900000,9897.886117,0.000013,0.010496
1761652800000,9897.900965,0.000002,0.010495
1761653700000,9897.992952,0.000009,0.010485
1761654600000,9897.857375,-0.000014,0.010499
1761655500000,9897.797711,-0.000006,0.010505
1761656400000,9896.796924,-0.000025,0.010605
1761657300000,9898.881219,0.000211,0.010397
1761658200000,9899.282378,0.000041,0.010356
1761659100000,9901.797085,0.000254,0.010105
1761660000000,9903.520652,0.000174,0.009933
1761660900000,9904.411690,0.000090,0.009844
1761661800000,9896.895213,-0.000759,0.010595
1761662700000,9897.093701,0.000194,0.010575
1761663600000,9894.465535,-0.000266,0.010838
1761664500000,9897.395702,0.000296,0.010545
1761665400000,9902.420913,0.000508,0.010043
1761666300000,9901.434485,-0.000100,0.010141
1761667200000,9899.166901,-0.000229,0.010368
1761668100000,9896.930576,-0.000226,0.010592
1761669000000,9895.823985,0.000000,0.010702
1761669900000,9890.196411,-0.000569,0.011265
1761670800000,9887.546373,-0.000268,0.011530
1761671700000,9887.986064,0.000044,0.011486
1761672600000,9886.584379,-0.000142,0.011626
1761673500000,9891.207997,0.000468,0.011164
1761674400000,9890.896363,-0.000032,0.011195
1761675300000,9899.603625,0.000880,0.010324
1761676200000,9902.878484,0.000331,0.009997
1761677100000,9897.307439,-0.000563,0.010554
1761678000000,9901.148465,0.000388,0.010170
1761678900000,9924.967405,0.002403,0.007789
1761679800000,9918.588333,-0.000643,0.008426
1761680700000,9925.379750,0.000684,0.007747
1761681600000,9941.527959,0.001626,0.006133
1761682500000,9944.500361,0.000837,0.005836
1761683400000,9950.673305,0.000621,0.005219
1761684300000,9952.462632,0.000180,0.005040
1761685200000,9949.913450,-0.000256,0.005295
1761686100000,9950.833427,0.000092,0.005203
1761687000000,9963.468287,0.001269,0.003940
1761687900000,9959.454248,-0.000403,0.004341
1761688800000,9952.140253,-0.000539,0.005072
1761689700000,9955.900684,0.000378,0.004696
1761690600000,9957.170412,0.000128,0.004569
1761691500000,9956.771984,-0.000040,0.004609
1761692400000,9954.556953,-0.000222,0.004831
1761693300000,9952.805363,-0.000176,0.005006
1761694200000,9953.689310,0.000089,0.004917
1761695100000,9952.939326,-0.000075,0.004992
1761696000000,9950.886022,-0.000206,0.005198
1761696900000,9950.370148,-0.000052,0.005249
1761697800000,9949.344002,-0.000103,0.005352
1761698700000,9947.001279,-0.000235,0.005586
1761699600000,9945.373515,-0.000164,0.005749
1761700500000,9944.255987,-0.000112,0.005860
1761701400000,9950.198153,0.000597,0.005266
1761702300000,9947.702747,-0.000251,0.005516
1761703200000,9947.700303,-0.000000,0.005516
1761704100000,9950.143257,0.000246,0.005272
1761705000000,9947.959820,-0.000145,0.005490
1761705900000,9948.448235,0.000049,0.005441
1761706800000,9947.390290,-0.000106,0.005547
1761707700000,9947.541474,0.000015,0.005532
1761708600000,9947.856841,0.000032,0.005500
1761709500000,9947.729548,-0.000013,0.005513
1761710400000,9948.439015,0.000071,0.005442
1761711300000,9948.604965,0.000017,0.005426
