timestamp,open,high,low,close,volume
1761210900000,109102.30000000,109393.70000000,109093.70000000,109392.60000000,46000.51000000
1761211800000,109392.60000000,109404.90000000,109300.00000000,109339.90000000,20471.86000000
1761212700000,109339.90000000,109460.90000000,109260.20000000,109394.30000000,30095.90000000
1761213600000,109394.30000000,109550.30000000,109360.60000000,109550.30000000,28634.87000000
1761214500000,109550.30000000,109668.50000000,109483.20000000,109483.20000000,38950.89000000
1761215400000,109483.20000000,109534.60000000,109316.10000000,109415.00000000,35780.56000000
1761216300000,109415.30000000,109560.40000000,109376.20000000,109383.90000000,21885.45000000
1761217200000,109383.90000000,109460.50000000,109320.00000000,109360.90000000,31331.27000000
1761218100000,109360.90000000,109612.00000000,109239.30000000,109491.40000000,49338.46000000
1761219000000,109491.50000000,109522.40000000,109027.10000000,109173.70000000,81077.00000000
1761219900000,109173.80000000,109299.90000000,109110.00000000,109221.00000000,30974.90000000
1761220800000,109220.90000000,109220.90000000,108624.00000000,108881.00000000,165831.67000000
1761221700000,108881.00000000,109186.10000000,108817.10000000,109093.40000000,57783.29000000
1761222600000,109093.30000000,109093.30000000,108747.20000000,109030.00000000,72117.81000000
1761223500000,109030.00000000,109172.50000000,108978.60000000,109127.80000000,34639.56000000
1761224400000,109127.80000000,109214.90000000,108748.80000000,109043.90000000,55568.89000000
1761225300000,109043.90000000,109128.00000000,108891.80000000,109102.10000000,39913.70000000
1761226200000,109102.00000000,109585.00000000,108973.80000000,109334.40000000,142845.47000000
1761227100000,109334.50000000,109581.90000000,109174.20000000,109453.00000000,103470.46000000
1761228000000,109453.00000000,109500.00000000,108786.00000000,108850.00000000,136430.17000000
1761228900000,108850.00000000,109430.00000000,108656.40000000,109263.50000000,166684.82000000
1761229800000,109263.50000000,109807.10000000,109200.00000000,109499.90000000,147965.97000000
1761230700000,109500.00000000,109665.00000000,109295.00000000,109532.00000000,72172.08000000
1761231600000,109532.00000000,110071.40000000,109425.30000000,109813.40000000,134208.48000000
1761232500000,109813.40000000,109862.80000000,109440.00000000,109719.10000000,70642.12000000
1761233400000,109719.00000000,110049.00000000,109552.40000000,109641.50000000,102686.37000000
1761234300000,109641.50000000,109999.70000000,109614.60000000,109841.00000000,47344.58000000
1761235200000,109840.90000000,110017.00000000,109700.80000000,109952.00000000,55188.89000000
1761236100000,109952.00000000,110054.30000000,109725.00000000,109772.30000000,48723.77000000
1761237000000,109772.20000000,109857.40000000,109588.00000000,109776.30000000,59753.58000000
1761237900000,109776.30000000,110534.40000000,109767.10000000,110200.00000000,178856.89000000
1761238800000,110200.00000000,110218.00000000,109571.00000000,109880.90000000,132997.65000000
1761239700000,109881.00000000,110149.30000000,109837.20000000,110148.50000000,54990.31000000
1761240600000,110148.50000000,110968.00000000,110056.40000000,110674.00000000,316603.44000000
1761241500000,110674.10000000,111234.00000000,110674.00000000,111171.30000000,173834.38000000
1761242400000,111171.40000000,111235.30000000,110686.40000000,110723.70000000,117649.82000000
1761243300000,110723.70000000,110860.90000000,110460.80000000,110473.30000000,113759.79000000
1761244200000,110473.30000000,110525.60000000,110331.60000000,110476.50000000,59775.12000000
1761245100000,110476.50000000,110564.00000000,110201.00000000,110521.00000000,54589.67000000
1761246000000,110521.00000000,110574.90000000,110038.00000000,110309.00000000,60002.98000000
1761246900000,110309.00000000,110509.80000000,110150.00000000,110479.70000000,36153.99000000
1761247800000,110479.70000000,110490.40000000,110255.50000000,110279.20000000,29090.88000000
1761248700000,110279.20000000,110491.10000000,110142.90000000,110143.00000000,32491.99000000
1761249600000,110143.00000000,110143.70000000,109732.80000000,109849.80000000,99609.68000000
1761250500000,109849.80000000,109973.20000000,109799.20000000,109911.30000000,26165.17000000
1761251400000,109911.30000000,110023.30000000,109745.90000000,109850.00000000,50278.74000000
1761252300000,109849.90000000,109850.00000000,109270.10000000,109467.30000000,109745.90000000
1761253200000,109467.30000000,109670.90000000,109326.90000000,109670.80000000,55624.97000000
1761254100000,109670.80000000,109670.90000000,109536.10000000,109592.00000000,18726.97000000
1761255000000,109592.10000000,109617.60000000,109317.70000000,109416.00000000,32742.08000000
1761255900000,109416.00000000,109571.10000000,109415.90000000,109490.60000000,24874.52000000
1761256800000,109490.50000000,109945.30000000,109449.70000000,109808.60000000,44944.94000000
1761257700000,109808.60000000,109928.00000000,109734.10000000,109927.90000000,18937.63000000
1761258600000,109928.00000000,110117.30000000,109907.70000000,109954.60000000,45452.81000000
1761259500000,109954.60000000,110007.20000000,109811.30000000,109871.50000000,27475.58000000
1761260400000,109871.50000000,109958.80000000,109770.00000000,109958.80000000,17833.57000000
1761261300000,109958.80000000,110043.20000000,109917.00000000,110005.00000000,21723.33000000
1761262200000,110005.00000000,110024.90000000,109900.00000000,109996.60000000,14618.22000000
1761263100000,109996.60000000,110011.70000000,109902.00000000,110009.70000000,26104.25000000
1761264000000,110009.80000000,110216.00000000,109928.00000000,110158.40000000,52012.20000000
1761264900000,110158.30000000,110380.00000000,110074.60000000,110095.80000000,59066.92000000
1761265800000,110095.80000000,110477.50000000,110052.60000000,110314.90000000,62095.72000000
1761266700000,110314.90000000,110650.00000000,110314.90000000,110438.20000000,78413.22000000
1761267600000,110438.10000000,110617.30000000,110421.90000000,110441.10000000,35537.92000000
1761268500000,110441.10000000,110442.60000000,110085.50000000,110187.70000000,48928.76000000
1761269400000,110187.70000000,110363.60000000,110142.90000000,110363.50000000,28019.87000000
1761270300000,110363.60000000,110615.40000000,110363.50000000,110525.40000000,38317.35000000
1761271200000,110525.40000000,110541.10000000,110334.70000000,110400.00000000,30166.09000000
1761272100000,110399.90000000,110517.10000000,110300.00000000,110370.10000000,25665.78000000
1761273000000,110370.10000000,110647.60000000,110322.50000000,110644.10000000,34103.34000000
1761273900000,110644.10000000,110785.20000000,110511.30000000,110520.30000000,47952.00000000
1761274800000,110520.30000000,110588.40000000,110377.60000000,110445.80000000,35808.86000000
1761275700000,110445.80000000,110509.80000000,110411.80000000,110411.80000000,20682.16000000
1761276600000,110411.90000000,110449.80000000,110223.00000000,110375.60000000,42584.27000000
1761277500000,110375.50000000,110423.80000000,110222.80000000,110398.20000000,27057.00000000
1761278400000,110398.20000000,110580.00000000,110289.20000000,110569.50000000,30813.13000000
1761279300000,110569.40000000,110980.00000000,110480.80000000,110904.20000000,105774.92000000
1761280200000,110904.10000000,111501.80000000,110900.00000000,111095.50000000,276550.96000000
1761281100000,111095.60000000,111269.90000000,111046.80000000,111119.70000000,52988.91000000
1761282000000,111119.70000000,111183.00000000,110922.20000000,111095.00000000,78514.27000000
1761282900000,111094.90000000,111137.20000000,110885.70000000,110949.60000000,36655.92000000
1761283800000,110949.50000000,111257.70000000,110907.10000000,111126.80000000,43280.67000000
1761284700000,111126.90000000,111279.50000000,111100.30000000,111205.80000000,33061.95000000
1761285600000,111205.90000000,111208.70000000,111071.80000000,111175.00000000,25644.42000000
1761286500000,111175.10000000,111299.90000000,111080.00000000,111276.50000000,36287.02000000
1761287400000,111276.60000000,111454.60000000,111252.30000000,111378.70000000,38948.71000000
1761288300000,111378.60000000,111448.00000000,111300.10000000,111409.90000000,35845.77000000
1761289200000,111410.00000000,111495.00000000,111060.60000000,111091.90000000,60072.64000000
1761290100000,111091.80000000,111186.30000000,111032.50000000,111178.10000000,33038.70000000
1761291000000,111178.20000000,111220.00000000,110870.40000000,110902.20000000,67811.02000000
1761291900000,110902.20000000,111092.90000000,110710.10000000,111006.00000000,126776.83000000
1761292800000,111006.00000000,111190.20000000,110782.20000000,111058.00000000,99671.14000000
1761293700000,111057.90000000,111058.00000000,110773.90000000,110781.90000000,48109.24000000
1761294600000,110781.80000000,111068.00000000,110650.00000000,111052.60000000,70800.79000000
1761295500000,111052.50000000,111203.00000000,111003.00000000,111062.00000000,58387.53000000
1761296400000,111062.00000000,111337.80000000,110952.20000000,111299.90000000,66249.57000000
1761297300000,111299.90000000,111409.60000000,111240.00000000,111398.70000000,44772.71000000
1761298200000,111398.60000000,111409.00000000,111188.00000000,111350.00000000,51280.95000000
1761299100000,111350.00000000,111475.40000000,111200.10000000,111288.80000000,54126.06000000
1761300000000,111288.40000000,111288.50000000,111143.10000000,111228.70000000,30132.15000000
1761300900000,111228.70000000,111240.80000000,111022.00000000,111038.00000000,38641.88000000
1761301800000,111037.90000000,111226.70000000,111037.90000000,111139.50000000,43734.71000000
1761302700000,111139.40000000,111166.70000000,111050.00000000,111078.60000000,14667.79000000
1761303600000,111078.70000000,111240.00000000,111019.90000000,111200.10000000,29278.74000000
1761304500000,111200.10000000,111236.00000000,111046.00000000,111087.00000000,16497.75000000
1761305400000,111086.90000000,111087.00000000,110534.20000000,110953.20000000,139097.09000000
1761306300000,110953.30000000,111093.40000000,110840.10000000,111023.90000000,67643.56000000
1761307200000,111023.90000000,111246.30000000,111023.80000000,111138.10000000,48620.13000000
1761308100000,111138.00000000,111141.10000000,110825.00000000,110960.10000000,87453.97000000
1761309000000,110960.10000000,112178.30000000,110812.80000000,111512.40000000,628846.15000000
1761309900000,111512.30000000,111524.60000000,111108.00000000,111256.80000000,87572.24000000
1761310800000,111256.80000000,111400.00000000,111114.90000000,111143.10000000,64467.66000000
1761311700000,111143.10000000,111345.00000000,111092.00000000,111190.10000000,49338.19000000
1761312600000,111190.00000000,111264.80000000,110600.00000000,110630.10000000,231940.02000000
1761313500000,110630.10000000,110914.00000000,110322.30000000,110883.80000000,194590.00000000
1761314400000,110883.80000000,110883.80000000,110132.10000000,110535.40000000,150337.60000000
1761315300000,110535.40000000,110535.50000000,109641.70000000,109957.30000000,279826.17000000
1761316200000,109957.20000000,110146.00000000,109708.30000000,110011.60000000,132893.73000000
1761317100000,110011.60000000,110168.80000000,109808.50000000,110168.70000000,118516.16000000
1761318000000,110168.80000000,110532.10000000,109967.00000000,110389.20000000,125265.81000000
1761318900000,110389.00000000,110562.70000000,110253.20000000,110532.60000000,69803.73000000
1761319800000,110532.50000000,110550.00000000,110004.10000000,110078.50000000,75191.65000000
1761320700000,110078.40000000,110176.70000000,109825.30000000,110003.60000000,82715.51000000
1761321600000,110003.60000000,110059.80000000,109750.00000000,109977.10000000,66657.59000000
1761322500000,109977.00000000,110341.20000000,109977.00000000,110302.60000000,54622.60000000
1761323400000,110302.60000000,110312.00000000,109854.50000000,109947.60000000,50089.39000000
1761324300000,109947.60000000,110250.00000000,109896.80000000,110209.90000000,36693.29000000
1761325200000,110210.00000000,110399.80000000,110123.20000000,110182.40000000,42628.57000000
1761326100000,110182.40000000,110521.00000000,110129.90000000,110439.70000000,47921.95000000
1761327000000,110439.70000000,110443.60000000,110253.70000000,110284.00000000,33801.83000000
1761327900000,110284.00000000,110380.70000000,110154.50000000,110154.50000000,27663.34000000
1761328800000,110154.50000000,110446.00000000,110091.90000000,110423.40000000,36568.85000000
1761329700000,110423.30000000,110599.70000000,110408.60000000,110454.20000000,38024.06000000
1761330600000,110454.20000000,110545.50000000,110350.00000000,110536.00000000,18330.44000000
1761331500000,110536.10000000,110574.30000000,110427.80000000,110544.10000000,21286.64000000
1761332400000,110544.00000000,110837.20000000,110544.00000000,110655.20000000,45324.74000000
1761333300000,110655.20000000,110888.00000000,110655.20000000,110880.50000000,32874.46000000
1761334200000,110880.50000000,110888.00000000,110584.80000000,110680.00000000,25413.45000000
1761335100000,110680.00000000,110696.00000000,110464.00000000,110560.10000000,29139.85000000
1761336000000,110560.00000000,110614.80000000,110421.90000000,110597.90000000,25862.43000000
1761336900000,110597.90000000,110730.00000000,110584.60000000,110678.20000000,24068.47000000
1761337800000,110678.30000000,110732.40000000,110591.00000000,110732.40000000,14188.20000000
1761338700000,110732.40000000,110961.10000000,110696.20000000,110840.50000000,31819.55000000
1761339600000,110840.50000000,110966.60000000,110499.80000000,110584.30000000,54920.88000000
1761340500000,110584.30000000,111017.30000000,110572.20000000,110831.80000000,52500.70000000
1761341400000,110831.70000000,110979.80000000,110782.50000000,110970.00000000,20022.59000000
1761342300000,110970.00000000,111059.60000000,110893.60000000,111024.20000000,25176.58000000
1761343200000,111024.20000000,111044.00000000,110854.60000000,110899.90000000,35023.11000000
1761344100000,110899.80000000,111003.20000000,110899.80000000,111000.30000000,10409.96000000
1761345000000,111000.30000000,111078.00000000,110939.20000000,110973.80000000,18712.45000000
1761345900000,110973.90000000,111008.90000000,110901.70000000,110968.00000000,21357.30000000
1761346800000,110968.10000000,110968.10000000,110837.30000000,110837.40000000,14833.69000000
1761347700000,110837.30000000,111030.20000000,110818.10000000,110975.90000000,18444.95000000
1761348600000,110975.90000000,111074.70000000,110889.90000000,110908.90000000,15549.93000000
1761349500000,110909.00000000,110962.20000000,110885.60000000,110961.50000000,9267.47000000
1761350400000,110961.50000000,110993.60000000,110800.90000000,110801.30000000,19403.35000000
1761351300000,110801.40000000,110837.10000000,110737.10000000,110802.10000000,15918.03000000
1761352200000,110802.00000000,110802.10000000,110648.20000000,110749.50000000,22954.25000000
1761353100000,110749.50000000,110905.50000000,110603.30000000,110720.00000000,26162.07000000
1761354000000,110719.90000000,110850.00000000,110700.00000000,110850.00000000,19242.12000000
1761354900000,110850.00000000,111130.20000000,110808.60000000,111065.80000000,43020.87000000
1761355800000,111065.80000000,111199.90000000,110879.50000000,110917.10000000,52782.59000000
1761356700000,110917.10000000,111034.50000000,110917.10000000,111034.50000000,14694.82000000
1761357600000,111034.50000000,111055.30000000,110892.00000000,110938.60000000,29344.44000000
1761358500000,110938.60000000,110979.40000000,110938.20000000,110963.90000000,12577.12000000
1761359400000,110963.90000000,110993.20000000,110918.10000000,110958.60000000,20744.51000000
1761360300000,110958.60000000,111091.00000000,110952.60000000,110991.10000000,28566.20000000
1761361200000,110991.20000000,111086.00000000,110974.90000000,111012.20000000,24766.65000000
1761362100000,111012.20000000,111096.40000000,111008.00000000,111044.00000000,19562.26000000
1761363000000,111044.10000000,111066.40000000,110990.50000000,111049.90000000,12016.68000000
1761363900000,111049.90000000,111050.00000000,110950.00000000,110969.30000000,12706.82000000
1761364800000,110969.30000000,111141.00000000,110969.30000000,111141.00000000,27320.28000000
1761365700000,111141.00000000,111396.60000000,111119.30000000,111250.00000000,79856.24000000
1761366600000,111250.00000000,111330.00000000,111175.30000000,111225.90000000,25643.42000000
1761367500000,111225.80000000,111270.50000000,111167.50000000,111175.70000000,14088.89000000
1761368400000,111175.70000000,111197.60000000,111023.20000000,111088.20000000,29212.52000000
1761369300000,111088.30000000,111164.60000000,111026.10000000,111117.30000000,14133.99000000
1761370200000,111117.30000000,111233.60000000,111117.30000000,111231.80000000,25234.37000000
1761371100000,111231.80000000,111369.00000000,111223.00000000,111325.60000000,21361.75000000
1761372000000,111325.60000000,111450.00000000,111265.00000000,111343.40000000,40145.61000000
1761372900000,111343.50000000,111349.80000000,111242.60000000,111263.20000000,16591.06000000
1761373800000,111263.20000000,111310.00000000,111200.00000000,111309.40000000,37789.20000000
1761374700000,111309.40000000,111376.40000000,111304.40000000,111307.00000000,12189.97000000
1761375600000,111307.10000000,111429.90000000,111307.10000000,111395.60000000,22208.65000000
1761376500000,111395.60000000,111675.30000000,111392.50000000,111591.40000000,84140.52000000
1761377400000,111591.30000000,111779.60000000,111431.60000000,111488.90000000,71203.35000000
1761378300000,111489.00000000,111489.50000000,111396.80000000,111462.90000000,35624.73000000
1761379200000,111462.90000000,111558.90000000,111437.90000000,111558.10000000,23527.47000000
1761380100000,111558.00000000,111673.10000000,111502.10000000,111621.90000000,25998.75000000
1761381000000,111621.90000000,111643.90000000,111500.00000000,111570.80000000,25120.30000000
1761381900000,111570.80000000,111750.00000000,111570.80000000,111714.00000000,33789.53000000
1761382800000,111714.00000000,111797.70000000,111637.20000000,111746.70000000,44215.90000000
1761383700000,111746.70000000,111746.70000000,111540.00000000,111625.00000000,42870.31000000
1761384600000,111625.00000000,111700.00000000,111559.00000000,111675.90000000,27649.69000000
1761385500000,111675.80000000,111686.60000000,111405.90000000,111468.00000000,47418.44000000
1761386400000,111468.10000000,111552.20000000,111332.90000000,111366.40000000,53447.89000000
1761387300000,111366.50000000,111544.60000000,111366.40000000,111448.90000000,27851.99000000
1761388200000,111448.80000000,111665.90000000,111395.60000000,111622.10000000,54631.83000000
1761389100000,111622.10000000,111680.00000000,111512.00000000,111512.30000000,21634.33000000
1761390000000,111512.40000000,111579.60000000,111427.50000000,111489.80000000,24009.78000000
1761390900000,111489.90000000,111603.80000000,111484.20000000,111585.50000000,17532.25000000
1761391800000,111585.50000000,111609.00000000,111510.80000000,111535.00000000,19556.03000000
1761392700000,111534.50000000,111622.00000000,111500.10000000,111522.70000000,23028.35000000
1761393600000,111522.70000000,111618.60000000,111468.00000000,111618.50000000,25288.57000000
1761394500000,111618.50000000,111665.60000000,111590.70000000,111656.00000000,19101.87000000
1761395400000,111656.00000000,111656.00000000,111585.60000000,111656.00000000,12503.22000000
1761396300000,111656.00000000,111906.70000000,111636.20000000,111850.10000000,106177.89000000
1761397200000,111850.20000000,111880.00000000,111686.20000000,111728.00000000,35947.11000000
1761398100000,111728.10000000,111816.30000000,111630.00000000,111722.70000000,31457.20000000
1761399000000,111722.80000000,111753.90000000,111511.60000000,111511.60000000,32172.65000000
1761399900000,111511.70000000,111640.00000000,111460.00000000,111630.90000000,25544.45000000
1761400800000,111630.90000000,111726.90000000,111630.80000000,111684.60000000,17264.93000000
1761401700000,111684.50000000,111693.50000000,111570.00000000,111574.10000000,18828.85000000
1761402600000,111574.10000000,111588.00000000,111466.00000000,111577.70000000,25675.79000000
1761403500000,111577.70000000,111577.70000000,111510.40000000,111547.40000000,22825.44000000
1761404400000,111547.30000000,111547.40000000,111341.60000000,111366.00000000,45608.69000000
1761405300000,111366.10000000,111448.40000000,111366.10000000,111424.20000000,23560.17000000
1761406200000,111424.30000000,111476.70000000,111344.60000000,111445.00000000,21060.80000000
1761407100000,111445.00000000,111466.80000000,111266.70000000,111332.60000000,49819.94000000
1761408000000,111332.50000000,111406.80000000,111113.80000000,111198.50000000,100553.12000000
1761408900000,111198.50000000,111257.20000000,111169.60000000,111180.00000000,20632.37000000
1761409800000,111180.00000000,111235.80000000,111180.00000000,111220.00000000,14445.65000000
1761410700000,111220.10000000,111432.70000000,111220.00000000,111329.90000000,36770.56000000
1761411600000,111330.00000000,111416.10000000,111281.20000000,111373.10000000,14135.99000000
1761412500000,111373.10000000,111373.20000000,111262.00000000,111297.80000000,12483.68000000
1761413400000,111297.80000000,111320.90000000,111245.90000000,111276.30000000,17843.45000000
1761414300000,111276.30000000,111340.00000000,111240.50000000,111330.90000000,22337.12000000
1761415200000,111330.90000000,111392.00000000,111244.00000000,111379.50000000,21892.84000000
1761416100000,111379.50000000,111559.10000000,111341.60000000,111553.20000000,21956.32000000
1761417000000,111551.90000000,111689.00000000,111530.50000000,111623.20000000,37163.34000000
1761417900000,111623.20000000,111670.00000000,111535.60000000,111659.00000000,22484.05000000
1761418800000,111659.00000000,111659.00000000,111537.20000000,111541.50000000,19329.47000000
1761419700000,111541.60000000,111611.10000000,111541.60000000,111577.20000000,10914.74000000
1761420600000,111577.30000000,111665.30000000,111521.90000000,111572.50000000,33762.58000000
1761421500000,111572.60000000,111580.50000000,111519.30000000,111565.20000000,4146.54000000
1761422400000,111565.20000000,111598.00000000,111530.80000000,111530.80000000,10157.81000000
1761423300000,111530.80000000,111530.90000000,111465.00000000,111487.10000000,9498.56000000
1761424200000,111487.20000000,111502.20000000,111312.60000000,111421.10000000,29252.99000000
1761425100000,111421.20000000,111464.60000000,111339.20000000,111381.40000000,11644.97000000
1761426000000,111381.40000000,111425.60000000,111339.20000000,111413.50000000,13169.62000000
1761426900000,111413.50000000,111413.50000000,111333.60000000,111351.20000000,10493.56000000
1761427800000,111351.10000000,111357.90000000,111284.90000000,111308.80000000,11446.15000000
1761428700000,111308.80000000,111426.00000000,111277.10000000,111423.50000000,16681.88000000
1761429600000,111423.50000000,111423.60000000,111356.60000000,111362.90000000,11863.53000000
1761430500000,111363.00000000,111475.00000000,111357.30000000,111461.70000000,9596.98000000
1761431400000,111461.60000000,111574.00000000,111461.60000000,111559.10000000,17658.91000000
1761432300000,111559.10000000,111638.70000000,111542.40000000,111568.90000000,11438.39000000
1761433200000,111568.80000000,111628.80000000,111480.00000000,111599.90000000,11341.08000000
1761434100000,111599.80000000,111615.40000000,111505.60000000,111584.00000000,12281.33000000
1761435000000,111584.00000000,111584.00000000,111480.00000000,111510.00000000,6637.14000000
1761435900000,111509.90000000,111630.00000000,111480.10000000,111583.70000000,12375.58000000
1761436800000,111583.60000000,111583.70000000,111488.30000000,111534.10000000,19122.93000000
1761437700000,111534.30000000,111736.00000000,111533.70000000,111699.10000000,22351.48000000
1761438600000,111699.10000000,111857.60000000,111693.90000000,111802.00000000,46221.25000000
1761439500000,111802.00000000,111888.00000000,111645.80000000,111668.00000000,39009.47000000
1761440400000,111668.00000000,111788.50000000,111648.50000000,111742.90000000,22545.25000000
1761441300000,111742.90000000,111750.00000000,111629.60000000,111662.10000000,27491.46000000
1761442200000,111662.00000000,111731.90000000,111628.80000000,111682.80000000,10600.92000000
1761443100000,111682.80000000,111747.50000000,111452.90000000,111580.30000000,26847.75000000
1761444000000,111580.30000000,111580.30000000,111390.00000000,111500.00000000,27182.16000000
1761444900000,111500.10000000,111598.40000000,111478.20000000,111598.40000000,9018.35000000
1761445800000,111598.30000000,111621.00000000,111500.00000000,111531.00000000,15546.36000000
1761446700000,111531.00000000,111547.10000000,111356.00000000,111400.00000000,31160.14000000
1761447600000,111400.00000000,111424.60000000,111321.30000000,111413.40000000,21508.02000000
1761448500000,111413.40000000,111453.50000000,111387.70000000,111443.90000000,24194.89000000
1761449400000,111443.90000000,111443.90000000,111200.00000000,111223.90000000,40667.44000000
1761450300000,111223.90000000,111274.00000000,111200.00000000,111214.90000000,18997.43000000
1761451200000,111214.90000000,111323.20000000,111205.00000000,111323.20000000,25538.09000000
1761452100000,111323.20000000,111362.00000000,111251.10000000,111354.20000000,16076.25000000
1761453000000,111354.10000000,111410.00000000,111349.80000000,111369.90000000,14236.02000000
1761453900000,111369.90000000,111426.30000000,111369.90000000,111376.70000000,12261.53000000
1761454800000,111376.60000000,111436.50000000,111306.60000000,111436.50000000,19498.77000000
